Set,Date,date2,Where,Description,State,Number,Zipcodes,notes,cause
FY 2011,12/18/10,12/14/10,"Eagle Insulation LLC.,, Westlake, LA  70669",Worker was stepping out of his vehicle and fell over onto the ground.,LA,1,70669,,
FY 2011,12/18/10,12/14/10,"Eclipse Construction Company,, Etters, PA 17319",A 15- to 20-foot trench collapsed on two workers who were inside helping to move storm drain pipes.,PA,2,17319,,
FY 2011,12/18/10,12/14/10,"Francisco Becerra,, Prosper, TX 75078","Worker suffered fatal injuries when he fell from a second floor area, which was not equipped with guardrails or fall protection, to the floor of the foyer below.",TX,1,75078,,
FY 2011,12/18/10,12/15/10,"S. Miller Excavating,, Attica, OH 44807",Owner of an excavating company performing forestry operations was killed after being struck by a falling branch.,OH,1,44807,,
FY 2011,12/18/10,12/16/10,"Marshall Durbin Food Corp,, Hattiesburg, MS 39401",Worker was picking up trash on the side of the access road and stepped in front of a truck.,MS,1,39401,,
FY 2011,12/18/10,12/16/10,"Osi Industries LLC,, Chicago, IL 60609",Worker was fatally injured while working on a grease recovery platform. Worker was attempting to use a boom pipe to fill a tanker truck with grease and collapsed on the platform.,IL,1,60609,,
FY 2011,12/25/10,12/12/2010,"L.C. Halstead,, Jefferson, WV 25177","Worker was walking behind the company utility truck as it was backing up, and worker was struck by a truck.",WV,1,25177,,
FY 2011,12/25/10,12/16/10,"L Kenneth Hinkle & Son,, Quakertown, PA 18951",The worker was struck by a backing trash collection vehicle.,PA,1,18951,,
FY 2011,12/25/10,12/18/10,"T.W.A. Express LLC,, St. Louis, MO 63147",The worker was underneath his assigned truck possibly attempting to separate the tractor from its trailer. The trailer collapsed unexpectedly striking the worker in the head.,MO,1,63147,,
FY 2011,12/25/10,12/19/10,"All Catastrophe Construction Team,, Macon, GA 31238","Worker was standing on the concrete crusher when another employee operating a track hoe mistakenly hit the victim, causing him to fall to the ground.",GA,1,31238,,
FY 2011,12/25/10,12/20/10,"Asplundh Tree Expert Company,, Trenton, OH 45067",Worker was walking across a single train track trestle bridge and was struck by the train.,OH,1,45067,,
FY 2011,12/25/10,12/20/10,"Lewis Construction INC,, Chippewa Falls, WI 54729","Worker was pouring concrete into forms. The form system failed, crushing the worker.",WI,1,54729,,
FY 2011,12/25/10,12/20/10,"Pearl Harbor Naval Shipyard,, Pearl Harbor, HI 96860","Worker was a passenger on an electric motor cart, not wearing his seat belt, and was ejected from the vehicle when the driver lost control.",HI,1,96860,,
FY 2011,12/25/10,12/21/10,"George Jones Excavating LLC,, East Cape Girardeau, IL 62957",A section of concrete road collapsed; one worker died.,IL,1,62957,,
FY 2011,12/25/10,12/21/10,"M&C Lumber Co.,, Warfordsburg, PA 17267",Worker was struck by a falling tree.,PA,1,17267,,
FY 2011,12/25/10,12/21/10,"Sloan Implement Co. Inc,, Carlinville, IL 62626","Worker was loading a mobile sprayer onto a lowboy trailer. As the sprayer was driven on, it rolled off and the worker was crushed by a wheel of the sprayer. The trailer's outriggers were not out/set.",IL,1,62626,,
FY 2011,12/25/10,12/22/10,"Calpine Corporation,, Bethlehem, PA 18015",Worker was conducting overhaul work in a power plant when he fell 20 feet through a floor opening.,PA,1,18015,,
FY 2011,12/25/10,12/22/10,"Global Electric,, Austin, TX 78754",Worker was remodeling the first floor of a building and fell from a 6-foot ladder.,TX,1,78754,,
FY 2011,12/25/10,12/22/10,"Kanaflex Corporation of Illinois,, Vernon Hills, IL 60061",Worker fell 23 feet through a skylight on a roof.,IL,1,60061,,
FY 2011,12/25/10,12/22/10,"Quality Construction,, Boaz, AL 35957","Worker was working on the front of a bulldozer.  Another worker was backing up a backhoe to attach chains to the bulldozer, and did not see the first worker, who was then caught between the backhoe and bulldozer.",AL,1,35957,,
FY 2011,12/25/10,12/24/10,"Black Horse Carriers,, Batavia, IL 60510",Worker was run over by a 6-wheel spotter used to move trailers around the yard.,IL,1,60510,,
FY 2011,01/01/2011,12/07/2010,"Allen Jay Elementary School,, High Point, NC 27265",Worker died nearly a week after falling in a school parking lot and injuring her foot.,NC,1,27265,,
FY 2011,01/01/2011,12/22/10,"Chicago Fire Department,, Chicago, IL 60601",Two firefighters died and 14 were hospitalized after a wall collapsed on them as they were extinguishing a fire in an abandoned warehouse.,IL,1,60601,,
FY 2011,01/01/2011,12/23/10,"John Benward Company, Inc.,, East Sonoma, CA 95476",Worker was caught between a stationary skid steer and a dump truck moving in reverse.,CA,1,95476,,
FY 2011,01/01/2011,12/28/10,"Amerigas,, Eagle River, WI 54521",Worker was delivering propane to a customer. The truck began to move and the worker was crushed between the truck and the building.,WI,1,54521,,
FY 2011,01/01/2011,12/28/10,"Bontrager Excavating,, Massillon, OH 44646","While working in a 15 to 20 feet deep trench, the walls collapsed, burying two workers. One worker was rescued and hospitalized, but the other worker was buried completely and died.",OH,1,44646,,
FY 2011,01/01/2011,12/28/10,"Champion Electrical Services,, Melbourne, FL 32934",Worker was installing recessed light fixtures and fell from an 8-foot ladder.,FL,1,32934,,
FY 2011,01/01/2011,12/28/10,"KE & G Construction, Inc.,, Sierra Vista, AZ 85635",Worker in trench was struck after a manhole section broke free of a lifting device and fell 15 feet back into the trench.,AZ,1,85635,,
FY 2011,01/01/2011,12/29/10,"Honey Creek Disposal Services,, Lawrence, KS 66044",Worker was run over by a refuse truck.,KS,1,66044,,
FY 2011,01/01/2011,12/29/10,"JC Tree & Lawn Service,, Whitehall, PA 19052",Worker was conducting tree trimming work and fell 25 feet.,PA,1,19052,,
FY 2011,01/01/2011,12/29/10,"L & W Demolition,, Harrisburg, PA 17111","Worker was assisting a dump truck driver by opening the tailgate of the truck, when he fell approximately 80 feet into a quarry filled with water.",PA,1,17111,,
FY 2011,01/01/2011,12/30/10,"Primus Natural Stone,, Romeoville, IL 60466",Worker was crushed under a large piece of stone.,IL,1,60466,,
FY 2011,01/01/2011,12/30/10,"Spohn's Disposal Service INC.,, Mohawk, NY 13407","Worker parked his truck on the side of the road and got out of the truck. The truck was hit from behind by another truck, which struck the worker.",NY,1,13407,,
FY 2011,01/08/2011,10/14/09,"Maderera Donestevez Inc.,, Carolina, PR 00979",Worker was dispatching merchandise in a warehouse and was pinned by a forklift.,PR,1,979,,
FY 2011,01/08/2011,11/29/10,"Kevin Leary,, Duxbury, MA 02332",Worker was constructing a scaffold and fell 19 feet to the ground below.,MA,1,2332,,
FY 2011,01/08/2011,12/22/10,"Walker Logging, LLC.,, Sarepta, LA 71071","Worker was operating a delimber machine with two logs in the grapple tray. Worker was pulling the logs through to the cutting knives on the delimber when a log flew up in the air, striking the worker.",LA,1,71071,,
FY 2011,01/08/2011,12/28/10,"Champion Electrical Services,, Melbourne, FL 32934",Worker was installing recessed light fixtures and fell from an 8-foot ladder.,FL,1,32934,,
FY 2011,01/08/2011,12/29/10,"Flagship Carwash Center,, Rockville, MD 20850",One worker was killed and two were injured when they were struck by a car that suddenly accelerated as it was being driven out of an exit driveway.,MD,1,20850,,
FY 2011,01/08/2011,12/29/10,"Honey Creek Disposal Services,, Lawrence, KS 66044",Worker was run over by a refuse truck.,KS,1,66044,,
FY 2011,01/08/2011,12/30/10,"Mainstay Business Systems Geriatric Home Care Specialists,, Palo Alto, CA 94304",In-home healthcare worker was hit by a bus.,CA,1,94304,,
FY 2011,01/08/2011,12/31/10,"Contreras Brothers Trucking,, Dade City, FL 33525","Worker was in the process of adjusting the brakes on a flatbed trailer. The mechanic had not checked the wheels before working on the brakes. When the trailer was released from the tractor, it rolled over the worker causing fatal injuries.",FL,1,33525,,
FY 2011,01/08/2011,12/31/10,"Kykenkee, Inc.,, Vance, AL 35490",Worker was struck by a log that fell from a conveyor.,AL,1,35490,,
FY 2011,01/08/2011,01/04/2011,"ADT Security Services,, Oakdale, PA 15071","Worker was positioned on a portable extension ladder, installing wire. The ladder slipped and the worker fell 14 to 15 feet, striking the concrete floor.",PA,1,15071,,
FY 2011,01/08/2011,01/04/2011,"Harding University,, Searcy, AR 72149",Worker was installing curbing for an HVAC unit and fell about 13 feet to the concrete floor below.,AR,1,72149,,
FY 2011,01/08/2011,01/04/2011,"J.D. Eckman,, Allentown, PA 18102","Worker was operating a jackhammer in a trench when a section of masonry material displaced, fatally pinning him while injuring and entrapping one other employee.",PA,1,18102,,
FY 2011,01/08/2011,01/04/2011,"Mikrut Properties,, Winona, MN 55987",Worker performing demolition was crushed by a partially collapsed wall.,MN,1,55987,,
FY 2011,01/08/2011,01/04/2011,"Unit Drilling Company,, Boulder, WY 82923","Worker was struck and burned when a valve on a standpipe came loose during pressurized drilling, and the mud ignited after coming in contact with a damaged halogen light fixture.",WY,1,82923,,
FY 2011,01/08/2011,01/05/2011,"Jade Ramey Construction LLC.,, Winston-Salem, NC 27106",Worker was fatally injured while working on an air release valve for a 36-foot raw water supply pipe inside a manhole.,NC,1,27106,,
FY 2011,01/08/2011,01/05/2011,"Kinematics Research,, Oakland, TN 38060",Worker killed from flash fire after ignition of gunpowder.,TN,1,38060,,
FY 2011,01/08/2011,01/06/2011,"KM Plant Services,, Peoria, IL 61607","Workers was assigned to wash down the coal house at the power plant and was found on the floor, nonresponsive.",IL,1,61607,,
FY 2011,01/08/2011,01/10/2011,"Chung Hing Inc.,, Elmhurst, NY 11373",Worker was crushed by a collapsed exterior wall.,NY,1,11373,,
FY 2011,01/08/2011,12/27/11,"Ampam Parks Mechanical,, Santa Monica, CA 90401",Worker fell 14 feet through plywood from second floor when shoring was removed from form.,CA,1,90401,,
FY 2011,01/15/11,11/01/2010,"Carlos Yard Service Inc.,, Gresham, OR 97080",Worker's vehicle left the road and rolled down an embankment.,OR,1,97080,,
FY 2011,01/15/11,12/10/2010,"Capri Restaurant & Pizza,, Rockford, IL 61104",Worker slipped and fell injuring her ankle that aggravated a pre-existing condition of varicose veins in her leg.,IL,1,61104,,
FY 2011,01/15/11,12/12/2010,"Glenn Hepfner, Inc.,, Hartford, WI 53027",Worker was walking across the parking lot and was struck by a truck.,WI,1,53027,,
FY 2011,01/15/11,12/19/10,"United Crane and Rigging,, Ft. Meade, MD 20755",Worker was removing packing material from a large battery supply unit using an all-terrain fork truck and the unit fell on the worker.,MD,1,20755,,
FY 2011,01/15/11,12/24/10,"Lincoln Manufacturing Inc.,, Magnolia, TX 77354",Worker was operating a pipe threading machine when he stepped into a scrap metal dumpster and hit his left upper leg against the edge of the dumpster.,TX,1,77354,,
FY 2011,01/15/11,01/05/2011,"City of Rainier,, Rainier, OR 97048",Police Chief shot and killed while attempting to apprehend someone breaking into a car.,OR,1,97048,,
FY 2011,01/15/11,01/07/2011,"Universal Laundry and Linen,, Las Vegas, NV 89101","Worker was discovered lying on the ground and unresponsive. Cause of death was determined to be cardiac arrest, but the worker exhibited signs of electrical burns. ",NV,1,89101,,
FY 2011,01/15/11,01/08/2011,"Cyclone Drilling,, Williston, ND 58801",Worker was found at the bottom of the steps leading up to the rig platform.,ND,1,58801,,
FY 2011,01/15/11,01/09/2011,"Mcjunkin Red Man Corporation,, St. Louis, MO 63111",Worker was found in a fire.,MO,1,63111,,
FY 2011,01/15/11,01/10/2011,"Polar Service Center,, St. Gabriel, LA 70776",Worker climbed into a tank truck to repair an internal valve and collapsed.,LA,1,70776,,
FY 2011,01/15/11,01/11/2011,"Lunar Steel LLC,, East Brunswick, NJ 08816",Worker fell 21 feet from a steel beam.,NJ,1,8816,,
FY 2011,01/15/11,01/11/2011,"Slack's Inc.,, Lodi, WI 53555",Worker was loading antiques onto a pallet and fell through a floor opening.,WI,1,53555,,
FY 2011,01/15/11,01/12/2011,"AEE Palo Seco,, Toa Baja, PR 00949",Worker performing maintenance was suctioned by a pressure vessel that was part of a furnace system.,PR,1,949,,
FY 2011,01/15/11,01/12/2011,"Bulk Transportation,, City of Industry, CA  91748",Worker descending tractor trailer ladder fell to ground.,CA,1,91748,,
FY 2011,01/15/11,01/12/2011,"Coppa's Service Center & Towing,, North Brunswick, NJ 08902",Worker was caught between the flatbed and the cab of a wrecker.,NJ,1,8902,,
FY 2011,01/15/11,01/12/2011,"Homeowner (not named),, Los Angeles, CA 90210","Worker, hired by homeowner, fell 10 feet from a scaffold, landing on head.",CA,1,90210,,
FY 2011,01/22/11,10/19/10,"Ghent Vol. Fire Department,, Ghent, NY 12075",Worker sustained fatal injuries in an automobile collision with power pole.,NY,1,12075,,
FY 2011,01/22/11,12/14/10,"Griffin Concrete Masonry and Carpentry,, Edenton, NC 27932","Worker on a residential construction site fell 12 feet from a roof, landing on his head.",NC,1,27932,,
FY 2011,01/22/11,12/15/10,"Bellevue Community Schools,, Bellevue, IA 52031",Worker slipped on ice and hit head on a building.,IA,1,52031,,
FY 2011,01/22/11,01/06/2011,"Newell Recycling of Atlanta Inc.,, East Point, GA 30364",Worker was operating a front-end loader removing scrap metal when a spark caused an ignition of gasoline.  The fire engulfed and burned the loader with the worker trapped inside.,GA,1,30364,,
